39957	0
112581	0
143792	0
93576	1
67556	1
123173	0
62827	1
29762	0
4412	1
29831	0
103171	0
74102	0
129951	1
117211	1
131603	0
803	0
138738	0
109932	0
39284	1
58562	0
129576	0
135327	0
3344	1
41139	0
118060	1
99355	0
98542	0
76375	1
8017	0
152895	1
54576	0
63411	1
58564	0
140172	1
102819	0
124841	1
34107	1
89081	1
21716	0
21988	1
78602	0
19231	0
27612	0
148150	0
118946	1
161912	1
97831	1
41096	0
127006	1
112524	0
98175	1
35282	0
105624	1
157003	0
155398	1
151180	1
149147	1
73913	0
138597	1
134624	1
119516	0
74144	1
131732	0
40558	1
97540	1
100693	0
116020	0
55894	1
90439	0
91208	0
51500	0
16119	0
108031	0
132689	1
133756	0
53551	1
47256	1
61436	1
396	1
82634	0
129792	0
43099	0
88699	1
136627	1
145586	1
47623	0
82168	0
101982	1
73029	1
116490	0
136715	1
139042	0
17700	0
162598	1
112815	1
89985	1
41833	1
117618	1
137493	1
48336	1
96875	1
137310	0
1484	1
34937	1
150092	0
16501	0
42844	0
152217	0
39181	0
145186	1
60421	0
71544	0
81000	1
31019	0
36088	1
146454	1
91098	0
162717	0
49978	0
115611	0
9807	0
60047	0
82030	0
73408	1
114584	0
16008	1
95185	1
1222	1
116206	0
73931	0
152482	0
95399	1
86019	0
112267	1
14345	0
10453	0
10991	0
136965	1
1719	1
14786	0
49402	1
122790	0
49992	1
134454	1
45525	0
139794	0
68513	0
65776	1
123453	1
91663	1
105579	0
142902	1
105561	0
115246	0
148603	1
138511	1
89097	1
51760	0
105550	0
156574	1
159777	1
157179	0
148824	0
36182	0
88036	1
87096	1
39859	0
156509	1
60289	0
87170	0
63136	0
12276	0
49043	0
146534	1
2944	0
14847	1
7188	1
105694	0
48518	1
155997	0
113567	0
78624	0
43207	0
123213	0
72033	1
107365	0
107512	0
77168	1
134359	1
3123	0
152019	1
44888	0
4706	0
21145	0
145356	0
86611	1
97785	1
75196	0
36823	0
113410	1
160781	1
131769	0
113739	0
52156	0
108028	1
34268	0
68031	1
99717	0
6830	0
69800	0
92230	0
153714	1
71524	0
44280	1
145276	1
119580	0
40678	0
153393	1
80603	1
49025	0
93207	0
80879	1
147935	1
2141	1
156220	1
49898	0
97543	1
2176	0
74477	1
40408	1
35799	1
16848	1
125191	0
93682	1
61239	0
40780	1
127212	0
31738	1
148651	1
60639	1
106488	1
135022	1
118435	1
47836	0
82012	0
141237	1
161928	1
111095	0
12474	0
72457	0
7850	0
78173	1
94690	0
52578	0
139423	0
116262	1
77953	0
80905	1
77035	1
146422	1
79088	0
90305	0
150175	1
69116	1
12237	1
65453	1
76450	0
47923	1
15819	0
25159	1
143732	0
100636	1
154668	1
159882	1
79209	0
50609	0
21463	1
74957	1
66223	0
106522	1
69996	1
138080	0
41517	1
145904	1
93036	1
40903	1
2501	1
112454	1
128841	0
96779	1
31133	0
156735	1
67542	0
81990	1
89861	1
114759	1
113924	0
102300	0
143930	0
74740	0
112810	1
25385	1
154535	0
87088	1
1686	0
90867	0
82403	1
120664	0
148564	0
34999	1
4725	0
8957	0
42639	0
9217	0
100079	1
16323	0
45976	1
106348	1
117175	0
125120	0
70011	0
104159	1
36477	0
135522	0
117521	1
40028	0
99997	1
23336	0
11263	0
121227	0
111238	1
94204	0
114058	0
74438	1
99736	0
40792	1
147864	0
140157	1
74136	0
88137	1
41555	1
125799	1
50700	1
120255	0
151932	1
136247	0
133155	1
96576	0
41918	1
55682	1
141408	1
90981	0
62583	0
8406	1
44241	0
21966	0
19986	1
50556	0
92139	1
160062	1
111231	1
49497	0
88327	1
41596	0
67261	1
150959	0
42186	1
47135	0
105237	0
151619	1
140790	1
94209	1
52642	1
101132	0
154315	0
81619	0
110243	0
10393	0
52342	1
93803	0
121390	0
101846	1
69184	1
23805	0
20385	0
2386	1
17045	1
141266	0
100093	0
16622	1
129835	1
11271	1
104290	1
63576	0
46933	0
84029	1
89292	0
44427	0
5855	0
48611	0
146679	0
36170	0
68560	0
146960	1
98604	1
154651	1
10883	1
46356	1
64525	1
113882	0
85257	0
108882	0
119844	0
162787	1
139921	0
6191	1
159413	0
84335	0
146795	1
148065	1
45471	1
30026	1
127358	0
17542	0
155876	1
159688	1
10994	1
129373	1
159915	0
108102	1
97892	0
64209	1
90036	1
137878	0
86210	0
131476	0
136400	0
12728	1
78822	1
1511	1
14253	1
13226	0
65132	0
44488	0
160202	0
159988	1
98142	0
134558	1
73312	1
115080	0
45158	1
5532	1
151930	1
65201	0
34386	0
94036	1
5257	1
100165	0
86923	1
74547	0
115355	1
66378	0
46268	0
80765	0
20803	0
140154	0
21292	1
132460	0
29007	0
69088	1
111245	0
31430	0
84513	1
112445	0
145979	0
32884	0
49081	1
97117	1
55079	1
68771	1
98780	1
57987	0
5138	1
91447	1
32575	1
26038	1
122732	1
44742	1
125925	1
102872	0
150507	0
118252	1
64523	1
54804	1
43308	1
2770	1
102582	0
31291	1
6472	0
53389	1
23691	1
20042	0
62350	1
4171	1
65281	0
24179	1
2669	1
136237	0
37694	0
59511	0
16232	1
43406	0
159823	1
59839	1
112850	1
34341	0
146228	0
49796	1
63432	0
20966	1
109817	1
60796	0
3854	1
119417	0
112189	1
67916	1
36877	0
54116	1
7480	1
115156	1
40723	0
18572	1
26484	0
114522	1
144855	1
43906	1
80288	0
4761	1
81129	1
4885	0
58394	1
125162	1
2776	1
149718	0
78881	1
56590	1
133446	0
41884	1
86191	1
75642	1
139179	1
5480	0
124957	1
24598	0
147775	0
61383	0
62816	1
11235	0
99960	1
111570	0
92085	1
55124	0
50651	1
37568	0
3741	1
118117	1
85387	1
22219	1
56	1
87761	1
77019	1
97960	0
114306	0
130103	0
24322	1
155651	1
4754	1
16922	1
104644	0
39593	0
160395	1
63580	0
85827	1
77565	0
44426	1
113303	0
71848	0
15490	0
149819	1
152166	0
136860	0
38908	1
147114	1
21309	0
144376	1
13352	0
57060	0
147447	0
84609	0
36559	1
119833	1
107993	0
143717	0
22099	1
54329	0
44860	1
155892	0
163253	1
78055	1
162480	1
127923	1
452	1
154885	1
122120	0
45460	0
162640	1
119041	1
41708	0
98421	1
149852	0
104522	1
110339	0
86480	1
35937	1
36126	0
78549	0
11418	1
30149	0
66231	0
83571	1
44748	1
40424	0
48155	1
139910	1
139579	1
155261	0
153863	1
153385	0
65102	0
123404	1
81471	1
28872	1
162795	0
17691	1
52898	0
120350	0
115827	1
15614	0
142488	0
116479	1
131287	1
31899	0
81999	0
140026	1
63891	1
74291	1
90359	0
100307	0
103954	1
142655	0
52102	0
149873	0
163300	0
37063	0
116628	0
63711	1
52925	1
65917	0
89524	0
30243	0
125217	1
93605	1
69620	1
72830	0
135073	1
29384	0
21149	0
91308	0
48638	1
89131	1
122839	0
140880	0
138529	1
38993	1
96379	0
81180	1
54968	1
31464	1
146383	1
13930	0
135936	0
34887	1
12219	1
157731	0
48057	1
28710	0
76371	1
13956	0
115383	0
66010	1
156832	1
91007	1
159708	1
162478	0
17243	0
105487	0
112345	0
95248	0
70924	1
68818	0
158435	1
140875	1
90273	1
133567	0
119982	1
17363	1
77059	0
85227	0
141648	0
149789	1
37872	0
60902	0
73597	1
162746	1
85494	1
146774	0
78295	0
158528	1
102046	1
64944	1
141438	1
120116	0
90253	1
105084	1
62145	0
125458	1
119524	0
109500	1
94202	1
85964	1
75604	1
48572	0
41784	0
9599	0
137070	0
55280	0
112038	0
45505	0
127914	0
587	1
51631	0
162012	1
155652	0
121122	0
129417	0
21862	1
128532	0
60181	0
160635	0
140515	0
70621	0
16136	0
136336	1
116346	1
160859	1
144552	0
135449	1
54438	0
14591	1
122336	1
142213	1
61243	0
3810	1
106390	0
86081	0
160018	1
58401	0
147911	0
156019	1
12245	1
88162	1
427	1
47917	1
68330	1
4552	0
29006	1
123525	0
123752	1
71075	0
158503	1
43466	1
36578	0
125686	1
50629	0
